ID,brand,name_cn,name_fr,year,score,top_note,middle_note,base_note,note
491827,圣罗兰,巴黎之星,限量版 YSL Yves Saint Laurent Mon Paris Star Edition,2017,,红浆果 香柠檬,曼陀罗 茉莉,广藿香 麝香,
355128,圣罗兰,黑鸦片闪耀版,YSL Yves Saint Laurent Black Opium Dazzling Lights Edition,2017,,粉红胡椒 梨 橙花,咖啡 杏仁 茉莉 甘草,香草 广藿香 开司米木 雪松,
251526,圣罗兰,甜心佳人初夏收藏版,YSL Yves Saint Laurent Young Sexy Lovely Spring / Summer Collection,2008,,黑加仑 梨 橘子,木兰 樱桃 桃子,琥珀 雪松 麝香,
161849,圣罗兰,黑鸦片发雾,YSL Yves Saint Laurent Black Opium Hair Mist,2018,,,,,咖啡 橙花 雪松 广藿香
276093,圣罗兰,巴黎第一玫瑰,YSL Yves Saint Laurent Paris Premieres Roses,2010,,小苍兰 橙花,玫瑰 紫罗兰 牡丹,麝香 檀香木,
503400,圣罗兰,科诺斯能量,YSL Yves Saint Laurent Kouros Energizing,2010,,,,,柑橘 海水 木质 皮革
398927,圣罗兰,反转巴黎,月光冲突 限量版 YSL Yves Saint Laurent Mon Paris Sparkle Clash Edition,2016,,草莓 树莓 梨 香柠檬 西瓜酮,牡丹 茉莉 茉莉 曼陀罗 橙花,广藿香 广藿香 麝香 雪松 降龙涎香醚 橡木苔,
105410,圣罗兰,收藏版鸦片,YSL Yves Saint Laurent Opium Collector Edition,2008,,公丁香 西印度月桂 橘子 李子 茉莉 柑橘 芫荽 胡椒 香柠檬,康乃馨 肉桂 玫瑰 檀香木 广藿香 鸢尾根 桃子 铃兰,没药 琥珀 焚香 红没药 香草 安息香脂 妥鲁香脂 檀香木 劳丹脂 椰子 香根草 雪松 麝香,
472776,圣罗兰,科诺斯夏日之水,YSL Yves Saint Laurent Kouros Eau d'Ete,2006,,艾蒿 薄荷 香柠檬,迷迭香 茉莉,麝香 龙涎香 雪松,
301262,圣罗兰,男士之水让·努维尔限量版,YSL Yves Saint Laurent L'Homme Yves Saint Laurent design by Jean Nouvel,2008,,生姜 香柠檬 柠檬,辛香料 胡椒 罗勒 紫罗兰叶,零陵香豆 香根草 雪松,
674523,圣罗兰,炫动限量版,YSL Yves Saint Laurent Elle Limited Edition,2011,,葡萄柚 牡丹,粉红胡椒 茉莉,琥珀 香根草 安息香脂,
867410,圣罗兰,反转巴黎闪耀版,YSL Yves Saint Laurent Mon Paris Dazzling Lights Collector,2017,,草莓 树莓 梨 香柠檬 橙子 西瓜酮 橘子,茉莉 茉莉 曼陀罗 牡丹 橙花,广藿香 广藿香 麝香 降龙涎香醚 香草 橡木苔 雪松,
400097,圣罗兰,我的娇兰发雾,YSL Yves Saint Laurent Mon Paris Hair Mist,2018,,西瓜酮 草莓 梨 树莓 橙子 蜜橘 香柠檬,牡丹 曼陀罗 茉莉 茉莉 橙花,麝香 橡木苔 香草 降龙涎香醚 雪松 广藿香,
393452,圣罗兰,鸦片恒久版,YSL Yves Saint Laurent Opium Elixir Voluptueux,2008,,橘子 铃兰 香柠檬,没药 茉莉 康乃馨,香草 琥珀 广藿香 红没药,
760556,圣罗兰,黑鸦片水晶夹克,YSL Yves Saint Laurent Black Opium Crystal Jacket,2019,,粉红胡椒 橙花 梨,咖啡 茉莉 杏仁 甘草,香草 广藿香 雪松 开司米木,
104437,圣罗兰,繁华灿烂,YSL Yves Saint Laurent Magnificent Blossom,2015,,橘子 香柠檬,茉莉 橙花 依兰 藏红花,阿米香树花 广藿香,
651635,圣罗兰,先锋男士香精,YSL Yves Saint Laurent Y Le Parfum,2025,,生姜 香柠檬,冷杉 松树 天竺葵,琥珀 广藿香,
619437,圣罗兰,鸦片女士收藏版,YSL Yves Saint Laurent Opium Collector's Edition,2014,,橘子 香柠檬,康乃馨 茉莉,琥珀 香草 香根草,
840704,圣罗兰,甜心佳人闪耀版,YSL Yves Saint Laurent Young Sexy Lovely Collector Edition Radiant,2008,,梨,樱花 木兰,麝香 琥珀,
803076,圣罗兰,高级花束豪华版,YSL Yves Saint Laurent Supreme Bouquet Luxury Edition,2014,,梨 粉红胡椒,晚香玉 依兰 茉莉,琥珀 麝香 广藿香,
142367,圣罗兰,香薰夹克,YSL Yves Saint Laurent Black Opium Make It Yours Fragrance Jacket Collection,2019,,粉红胡椒 梨 橙花,咖啡 茉莉 杏仁 甘草,广藿香 雪松 香草 开司米木,
901666,圣罗兰,左岸轻盈,YSL Yves Saint Laurent Rive Gauche Light,2004,,,,,醛 小苍兰 香根草 香柠檬 玫瑰 麝香 茉莉 依兰
899892,圣罗兰,暗夜男士艺术收藏版,YSL Yves Saint Laurent Art Collection: La Nuit de L'Homme,2014,,小豆蔻,薰衣草 雪松 香柠檬,香根草 葛缕子,
736072,圣罗兰,科诺斯夏日之水,YSL Yves Saint Laurent Kouros Eau d'Ete,2005,,薄荷 香柠檬 艾蒿,茉莉 迷迭香,雪松 乳香 龙涎香,
681547,圣罗兰,甜心佳人收藏版,YSL Yves Saint Laurent Young Sexy Lovely Couture Collection,2009,,黑加仑 梨 橘子,樱花 桃子 木兰,麝香 雪松 琥珀,
866392,圣罗兰,天之骄子自由艺术收藏版,YSL Yves Saint Laurent Art Collection: L'Homme Libre,2014,,罗勒 紫罗兰叶 香柠檬 八角,粉红胡椒 肉豆蔻,广藿香 香根草,
505694,圣罗兰,暗夜男士珍藏版,YSL Yves Saint Laurent La Nuit De L'Homme Edition Collector,2014,,小豆蔻,薰衣草 雪松 香柠檬,香根草 琥珀 葛缕子,
205160,圣罗兰,科诺斯夏日之水,YSL Yves Saint Laurent Kouros Eau d'Ete,2002,,薄荷 艾蒿 香柠檬,茉莉 迷迭香,麝香 琥珀 雪松,
361374,圣罗兰,自由至上（自由之水）梦想之旅珍藏版,YSL Yves Saint Laurent Libre Voyage Reve Collector Edition,2025,,橘子 薰衣草 黑加仑 苦橙叶,橙花 茉莉 薰衣草,香草 麝香 龙涎香 雪松,
991391,圣罗兰,巴黎维妮妮特别版,YSL Yves Saint Laurent YSL Paris L'Edition Venini,2014,,玫瑰 醋栗叶 山楂 绿叶 含羞草 橙花 香柠檬 旱金莲 天竺葵 风信子,玫瑰 铃兰 百合 茉莉 紫罗兰 椴树花 鸢尾根 依兰,麝香 鸢尾花 琥珀 雪松 天芥菜 橡木苔 檀香木,
651424,圣罗兰,自由至上（自由之水）季节系列珍藏版,YSL Yves Saint Laurent Libre Collection Saisonniere Collector Edition,2025,,橘子 薰衣草 黑加仑 苦橙叶,橙花 茉莉 薰衣草,香草 龙涎香 麝香 雪松,
495014,圣罗兰,科诺斯运动夏日,YSL Yves Saint Laurent Kouros Cologne Sport Eau d'Ete Summer Fragrance,2004,,薄荷 香柠檬,薰衣草 茉莉,琥珀 雪松,
402887,圣罗兰,自由至上（自由之水）野性印记珍藏版,YSL Yves Saint Laurent Libre Imprime Sauvage Collector Edition,2025,,橘子 薰衣草 黑加仑 苦橙叶,橙花 薰衣草 茉莉,香草 麝香 龙涎香 雪松,
306414,圣罗兰,天之骄子艺术收藏版,YSL Yves Saint Laurent Art Collection: L'Homme,2014,,生姜 柠檬 香柠檬,辛香料 胡椒 罗勒 紫罗兰叶,香根草 雪松 零陵香豆,
291117,圣罗兰,黑鸦片不眠夜,YSL Yves Saint Laurent Black Opium Nuit Blanche,2016,7.8,大米 茴芹 胡椒,咖啡 橙花 芫荽 牡丹,香草 牛奶 焦糖 檀香木 麝香,
664558,圣罗兰,反转巴黎花溢,YSL Yves Saint Laurent Mon Paris Parfum Floral,2019,7.2,桃子 柑橘,牡丹 玫瑰 曼陀罗 木兰 橙花 茉莉,麝香 广藿香 开司米木,
258623,圣罗兰,高定衣典系列-卡班,YSL Yves Saint Laurent Caban,2015,8,榄香脂 粉红胡椒 胡椒,乳香 桂花,零陵香豆 檀香木 广藿香,
756536,圣罗兰,M7乌木精纯,YSL Yves Saint Laurent La Collection M7 Oud Absolu,2011,8.1,橘子,广藿香,沉香(乌木) 没药 劳丹脂,
646372,圣罗兰,Y香水,YSL Yves Saint Laurent Y,1964,8.8,醛 绿叶 白松香 忍冬 栀子花 桃子 李子,风信子 鸢尾根 依兰 茉莉 晚香玉 玫瑰,橡木苔 麝猫香 香根草 广藿香 檀香木 安息香脂 安息香 琥珀,
500227,圣罗兰,鸦片（红鸦）淡香水,YSL Yves Saint Laurent Opium Eau de Toilette,2009,8.3,蜜橘 香柠檬 铃兰,没药 康乃馨 茉莉,琥珀 广藿香 香草,
142561,圣罗兰,反转巴黎花耀,YSL Yves Saint Laurent Mon Paris Intensement,2020,7.8,树莓 黑加仑 梨 橙子 香柠檬,玫瑰 玫瑰 牡丹 曼陀罗 小苍兰,香草 广藿香 麝香 安息香脂 开司米酮,
447770,圣罗兰,黑鸦片花之怒（惊艳版）,YSL Yves Saint Laurent Black Opium Floral Shock,2017,7.6,梨 小苍兰 香柠檬 柠檬,栀子花 阳光 白色花系 橙花,咖啡 麝香 琥珀木,
825451,圣罗兰,反转巴黎淡香水,YSL Yves Saint Laurent Mon Paris Eau de Toilette,2017,7,树莓 黑莓 粉红胡椒 香柠檬,牡丹 曼陀罗 茉莉 橙花,广藿香 麝香 开司米酮 降龙涎香醚,
462050,圣罗兰,先锋男士,YSL Yves Saint Laurent Y,2017,6.4,醛 香柠檬 生姜 薄荷 柠檬,苹果 紫罗兰叶 菠萝 鼠尾草 天竺葵,龙涎香 麝香 雪松 冷杉 香根草 焚香,
215730,圣罗兰,黑鸦片淡香水,YSL Yves Saint Laurent Black Opium Eau de Toilette,2015,7.3,梨 黑加仑 柑橘 橘子,咖啡 茶叶 茉莉 橙花,木质 麝香,
307441,圣罗兰,黑鸦片暗夜版（蓝鸦片）,YSL Yves Saint Laurent Black Opium Intense,2019,7.3,苦艾酒 波森莓,咖啡 茉莉 橙花,香草 甘草 檀香木,
360968,圣罗兰,鸦片香精,YSL Yves Saint Laurent Opium Parfum,1977,9.9,公丁香 胡椒 橘子 芫荽 李子 柑橘 西印度月桂 茉莉 香柠檬,康乃馨 肉桂 檀香木 广藿香 玫瑰 鸢尾根 桃子 铃兰,没药 焚香 妥鲁香脂 香草 琥珀 红没药 海狸香 檀香木 安息香脂 劳丹脂 雪松 麝香 香根草 椰子,
844906,圣罗兰,高定衣典系列-狩猎装,YSL Yves Saint Laurent Saharienne,2015,7.4,香柠檬 苦橙叶 粉红胡椒,橙花油 茉莉 快乐鼠尾草,麝香 香根草 广藿香,
426948,圣罗兰,M7香水,YSL Yves Saint Laurent M7,2002,8.6,迷迭香 橘子 香柠檬,沉香(乌木) 香根草,琥珀 麝香,
819007,圣罗兰,巴黎淑女,YSL Yves Saint Laurent Parisienne,2009,7.1,黑莓 蔓越莓 乙烯基,玫瑰 紫罗兰 牡丹,麝香 檀香木 香根草 广藿香,
676400,圣罗兰,炫动,YSL Yves Saint Laurent Elle,2007,7.8,荔枝 牡丹 柠檬,粉红胡椒 玫瑰 茉莉 小苍兰,广藿香 香根草 雪松 黄葵,
145065,圣罗兰,恋恋深情,YSL Yves Saint Laurent In Love Again,1998,8.6,葡萄柚 黑加仑 醋栗叶 蓝莓 伏特加 苹果,葡萄柚 玫瑰 睡莲,番茄 黑莓 麝香 檀香木,
656219,圣罗兰,宣言（宠爱宣言）,YSL Yves Saint Laurent Manifesto,2012,7.3,黑加仑 香柠檬 绿叶,茉莉 铃兰,香草 零陵香豆 檀香木 雪松,
543398,圣罗兰,情窦,YSL Yves Saint Laurent Baby Doll,2000,7.1,黑加仑 菠萝 橙子 苹果,玫瑰 小苍兰 天芥菜 铃兰,香草 雪松 檀香木 零陵香豆,
807049,圣罗兰,黑鸦片淡香水,YSL Yves Saint Laurent Black Opium Eau de Toilette,2018,7.7,梨 咖啡 柠檬 香柠檬,茉莉 橙花,广藿香 雪松 麝香,
416635,圣罗兰,赤裸,YSL Yves Saint Laurent Nu,2001,8.9,小豆蔻 香柠檬,胡椒 焚香 兰花 茉莉,檀香木 香根草 麝香,
573513,圣罗兰,美丽鸦片,YSL Yves Saint Laurent Belle d'Opium,2010,7.5,百合 栀子花 茉莉 橘子,焚香 果香 胡椒 烟草 桃子 玫瑰,檀香木 广藿香 琥珀 香草,
468432,圣罗兰,高定衣典系列-礼帽,YSL Yves Saint Laurent Capeline,2020,7.4,橘子 香柠檬,百合 依兰 海水 橙花油,香草 麝香 香根草,
264411,圣罗兰,柏歇斯街37,YSL Yves Saint Laurent 37 rue de Bellechasse,2017,8.2,,,,鸢尾根 沉香(乌木) 焚香 安息香脂 麝香
313364,圣罗兰,先锋男士淡香精,YSL Yves Saint Laurent Y Eau de Parfum,2018,7.5,苹果 生姜 香柠檬,鼠尾草 杜松子 天竺葵,琥珀木 零陵香豆 雪松 香根草 乳香,
731226,圣罗兰,梦幻剧星,YSL Yves Saint Laurent Cinéma,2004,7.9,杏花 克里曼丁红橘 仙客来,茉莉 牡丹 朱顶红,香草 琥珀 安息香脂 麝香,
757223,圣罗兰,同名男士,YSL Yves Saint Laurent Pour Homme,1971,8.5,柠檬 薰衣草 柠檬马鞭草 苦橙叶 香柠檬,迷迭香 马郁兰 天竺葵 巴西红木 快乐鼠尾草 康乃馨,香根草 麝香 广藿香 雪松 檀香木 零陵香豆 琥珀,
560310,圣罗兰,高定衣典系列-粒纹,YSL Yves Saint Laurent Grain de Poudre,2019,7.7,胡椒 芫荽,紫罗兰叶 鼠尾草,绒面革 麝香,
607693,圣罗兰,自由至上铂金之境,YSL Yves Saint Laurent Libre L'Absolu Platine,2023,7.3,香柠檬 白色花系 柑橘,薰衣草 橙花,龙涎香 香草 天芥菜,
685329,圣罗兰,自由至上（自由之水）清新版,YSL Yves Saint Laurent Libre Eau de Toilette,2021,6.5,薰衣草 香柠檬 橘子,橙花 茉莉花茶 茉莉,麝香 香草 龙涎香,
106482,圣罗兰,自由至上（自由之水）淡香精,YSL Yves Saint Laurent Libre Eau de Parfum Intense,2020,7.1,,,,薰衣草 橙花 兰花 香草
754137,圣罗兰,蒸汽鸦片（轻柔鸦片）,YSL Yves Saint Laurent Opium Vapeurs de Parfum,2012,7.9,粉红胡椒 橘子,橙花 茉莉,焚香 肉豆蔻 木质 琥珀 安息香脂 香草 广藿香,
865419,圣罗兰,高定衣典系列-皮革,YSL Yves Saint Laurent Cuir,2023,7.5,,,,皮革 紫罗兰叶 沉香(乌木)
910661,圣罗兰,生而不羁,YSL Yves Saint Laurent Myslf,2023,6.2,香柠檬,橙花,广藿香 琥珀,
679503,圣罗兰,圣叙尔皮斯6号,YSL Yves Saint Laurent 6 place Saint Sulpice,2017,8.3,,,,零陵香豆 劳丹脂 皮革 藏红花 薰衣草 香柠檬
795669,圣罗兰,爵士,YSL Yves Saint Laurent Jazz,1988,8.1,薰衣草 肉豆蔻 芫荽 艾蒿 茴芹 香柠檬 罗勒 肉桂 小豆蔻,天竺葵 康乃馨 茉莉 鸢尾花,橡木苔 烟草 皮革 檀香木 雪松 麝香 琥珀 零陵香豆,
834299,圣罗兰,高定衣典系列-缪斯（灵感之墨）,YSL Yves Saint Laurent Muse,2025,8.2,薰衣草 焚香 快乐鼠尾草,鸢尾根 香草 黄葵,墨水 琥珀木,
801637,圣罗兰,天之骄子自由,YSL Yves Saint Laurent L'Homme Libre,2011,7.4,紫罗兰叶 罗勒 八角 香柠檬,粉红胡椒 肉豆蔻,香根草 广藿香,
411934,圣罗兰,左岸男士,YSL Yves Saint Laurent Rive Gauche pour Homme,2003,8.3,八角 迷迭香 香柠檬,薰衣草 天竺葵 公丁香 香豆素,广藿香 橡木苔 香根草 愈创木,
240992,圣罗兰,黑鸦片猩红版,YSL Yves Saint Laurent Black Opium Over Red,2024,7.6,樱桃 橘子,茉莉 橙花 茶叶,香草 咖啡 广藿香,
400770,圣罗兰,猛男,YSL Yves Saint Laurent Body Kouros,2000,7.6,尤加利 焚香,雪松 快乐鼠尾草,安息香脂,
439933,圣罗兰,高贵金,YSL Yves Saint Laurent Magnificent Gold,2017,8.3,藏红花 粉红胡椒,香草 檀香木,白奇楠沉香 麝香,
661542,圣罗兰,反转巴黎光耀,YSL Yves Saint Laurent Mon Paris Lumière,2022,7.5,莲花 柠檬,玫瑰 曼陀罗 茉莉,麝香 广藿香,
272553,圣罗兰,暗夜男士浓香版,YSL Yves Saint Laurent La Nuit de L'Homme Le Parfum,2010,8,胡椒 茴芹 香柠檬,果香 薰衣草 劳丹脂,香草 广藿香 香根草,
941740,圣罗兰,黑鸦片精醇版,YSL Yves Saint Laurent Black Opium Extreme,2021,8.3,咖啡 可可果,茉莉 橙花,香草 广藿香,
493117,圣罗兰,终极男士,YSL Yves Saint Laurent L'Homme Ultime,2016,7.7,生姜 葡萄柚 小豆蔻 香柠檬,玫瑰 鼠尾草 天竺葵 苹果,雪松 香根草 开司米木,
426834,圣罗兰,高定衣典系列-豹纹,YSL Yves Saint Laurent Babycat,2022,8,榄香脂 胡椒 胡椒 粉红胡椒,乳香 藏红花,香草 绒面革 雪松,
539035,圣罗兰,唯爱（反之亦然）,YSL Yves Saint Laurent Vice Versa,1999,7.8,番茄 橘子 树莓 蓝莓,晚香玉 橙花 风铃草 茉莉 小苍兰 牡丹 桃子 香瓜,麝香 鸢尾花 琥珀 香草 雪松,
159116,圣罗兰,天之骄子极致,YSL Yves Saint Laurent L'Homme Parfum Intense,2013,7.2,柠檬 胡椒 香柠檬,橙花 艾蒿 紫罗兰叶,龙涎香 木质 安息香脂 皮革 绒面革 雪松,
322649,圣罗兰,黑鸦片违禁之绿（绿鸦片）,YSL Yves Saint Laurent Black Opium Illicit Green,2022,7.4,梨 无花果叶 橘子,无花果 橙花 茉莉,香草 咖啡 广藿香,
432872,圣罗兰,黑鸦片霓虹版,YSL Yves Saint Laurent Black Opium Neon,2019,8,火龙果 橘子 香橼,橙花 咖啡 茉莉,香草 麝香,
773337,圣罗兰,先锋男士清新版,YSL Yves Saint Laurent Y Eau Fraiche,2020,7.7,柠檬 生姜 胡椒,天竺葵 薄荷 杜松子 薰衣草,雪松 乳香,
980727,圣罗兰,全乙烯,YSL Yves Saint Laurent Vinyle,2016,8.3,粉红胡椒 香柠檬,没药 不凋花,香草 树脂 茴芹,
617227,圣罗兰,宣言精粹,YSL Yves Saint Laurent Manifesto l'Elixir,2013,8,香柠檬 橘子,天芥菜 茉莉 晚香玉,香草 开司米木 降龙涎香醚,
255718,圣罗兰,生活爵士,YSL Yves Saint Laurent Live Jazz,1998,7.7,薄荷 葡萄柚 柠檬,芫荽 大黄,琥珀 雪松 肉豆蔻 香草,
969815,圣罗兰,赤裸淡香水,YSL Yves Saint Laurent Nu Eau de Toilette,2003,8.5,小豆蔻 橙花油 香柠檬,茉莉 兰花 鸢尾花,焚香 麝香 香草,
948213,圣罗兰,奢华之木,（芬香衣帽间） YSL Yves Saint Laurent Splendid Wood (Le Vestiaire des Parfums),2017,9,小豆蔻 焚香,玫瑰 茉莉,沉香(乌木) 雪松 莎草,
950162,圣罗兰,反转巴黎-白色波点,YSL Yves Saint Laurent Mon Paris Couture,2018,7.6,树莓 葡萄柚 荔枝 香柠檬 橘子,玫瑰 牡丹 橙花 曼陀罗,麝香 广藿香 开司米酮 降龙涎香醚,
756224,圣罗兰,柔滑麂皮,YSL Yves Saint Laurent Sleek Suede,2017,8.3,可可果 焚香 胡椒 肉豆蔻 公丁香,沉香(乌木) 雪松,广藿香 香草 烟草 木质 劳丹脂,
251170,圣罗兰,恋恋情深珍藏版,YSL Yves Saint Laurent La Collection In Love Again,2011,8.6,黑加仑 橘子,葡萄 玫瑰 牡丹,黑莓 麝香,
413751,圣罗兰,金香槟珍藏版,YSL Yves Saint Laurent La Collection Yvresse,2011,8.2,油桃 荔枝,紫罗兰 玫瑰,广藿香,
793164,圣罗兰,鸦片中国兰花,YSL Yves Saint Laurent Opium Orchidée de Chine,2007,8.3,辛香料 橘子 橙花油,兰花 康乃馨 茉莉,肉豆蔻 琥珀 香草 鸢尾花 广藿香,
162303,圣罗兰,暗夜男士古龙水,YSL Yves Saint Laurent La Nuit de l'Homme Frozen Cologne,2012,8,香柠檬 橘子 柠檬,天竺葵 胡椒,零陵香豆 开司米木 雪松 香根草,
601978,圣罗兰,鸦片-窈窕淑女（中国诗）,YSL Yves Saint Laurent Opium Poesie de Chine pour Femme,2008,8.1,生姜 蜜橘 橘子 柑橘,木兰 茉莉,没药 广藿香 香草 麝香,
388024,圣罗兰,Y香精版,YSL Yves Saint Laurent Y Parfum,1964,9.6,醛 栀子花 忍冬 绿叶 桃子 李子,风信子 鸢尾根 茉莉 玫瑰 晚香玉 依兰,琥珀 安息香脂 橡木苔 广藿香 檀香木 安息香 香根草 麝猫香,
949036,圣罗兰,自由至上沙漠百合,YSL Yves Saint Laurent Libre Flowers & Flames,2024,7.5,薰衣草 香柠檬,百合 橙花 棕榈叶 薰衣草 椰子,香草,
479807,圣罗兰,丝绒,YSL Yves Saint Laurent Velours,2016,8.5,茶叶 粉红胡椒 胡椒,鸢尾根 乳香 茉莉,香草 琥珀木 麝香,
918422,圣罗兰,爵士威望,YSL Yves Saint Laurent Jazz Prestige,1993,9.1,薰衣草 香柠檬 果香 胡椒 肉豆蔻 芫荽 茴芹 绿叶,天竺葵 柏树 玫瑰 茉莉 康乃馨 生姜 葛缕子 肉桂,檀香木 橡木苔 皮革 广藿香 安息香脂 椰子 琥珀 雪松,
167701,圣罗兰,馥郁之花,YSL Yves Saint Laurent Supreme Bouquet (Le Vestiaire des Parfums),2017,8.3,香柠檬 粉红胡椒,晚香玉 依兰,琥珀 木质 广藿香,
